"wallet_name_raw";"wallet_type";"address";"blockchain";"currency";"amount";"price";"value";"cost_brl";"irpf_description"
"CoinEx";"Exchange";"";"Exchange";"BTC";0.0106135411;580485.36;6161.01;3673.6;"SALDO DE 0,01061354 BTC CUSTODIADO NA EXCHANGE COINEX EM 31/12/2024."
"CoinEx";"Exchange";"";"Exchange";"USDT";139.7570718763;6.2;865.9;852.86;"SALDO DE 139,75707188 USDT CUSTODIADO NA EXCHANGE COINEX EM 31/12/2024."
"MetaMask - Arbitrum";"Wallet";"";"None";"ETH";0.3342796243;20724.06;6927.63;7107.93;"SALDO DE 0,33427962 ETH CUSTODIADO NA CARTEIRA METAMASK NA REDE ARBITRUM EM 31/12/2024."
"MetaMask - Arbitrum";"Wallet";"";"None";"AARBWETH";0.0009;20724.06;18.65;14.45;"SALDO DE 0,0009 AARBWETH CUSTODIADO NA CARTEIRA METAMASK NA REDE ARBITRUM EM 31/12/2024."
"MetaMask - Arbitrum";"Wallet";"";"None";"VARIABLEDEBTARBUSDT";999.852356;0.0;0.0;0.0;"SALDO DE 999,852356 VARIABLEDEBTARBUSDT CUSTODIADO NA CARTEIRA METAMASK NA REDE ARBITRUM EM 31/12/2024."
"MetaMask - Arbitrum";"Wallet";"";"None";"UNI-V3-POS#3626554";1.0;0.0;0.0;0.0;"SALDO DE 1 UNI-V3-POS#3626554 CUSTODIADO NA CARTEIRA METAMASK NA REDE ARBITRUM EM 31/12/2024."
"MetaMask - Arbitrum";"Wallet";"";"None";"UNI-V3-POS#3632685";1.0;0.0;0.0;0.0;"SALDO DE 1 UNI-V3-POS#3632685 CUSTODIADO NA CARTEIRA METAMASK NA REDE ARBITRUM EM 31/12/2024."
"MetaMask - Arbitrum";"Wallet";"";"None";"UNI-V3-POS#3632705";1.0;0.0;0.0;0.0;"SALDO DE 1 UNI-V3-POS#3632705 CUSTODIADO NA CARTEIRA METAMASK NA REDE ARBITRUM EM 31/12/2024."
"MetaMask - Arbitrum";"Wallet";"";"None";"AARBWBTC";0.0199858;0.0;0.0;7290.27;"SALDO DE 0,0199858 AARBWBTC CUSTODIADO NA CARTEIRA METAMASK NA REDE ARBITRUM EM 31/12/2024."
"MetaMask - Polygon (MATIC)";"Wallet";"";"None";"USDT";100.0;6.2;619.58;610.24;"SALDO DE 100 USDT CUSTODIADO NA CARTEIRA METAMASK NA REDE POLYGON EM 31/12/2024."
"MetaMask 2 - Arbitrum - 0xcf49...69";"Wallet";"";"None";"ETH";0.0019986178;20724.06;41.42;42.5;"SALDO DE 0,00199862 ETH CUSTODIADO NA CARTEIRA METAMASK NA REDE ARBITRUM 0xcf49 EM 31/12/2024."
"MetaMask 2 - Ethereum (ETH)";"Wallet";"";"None";"ETH";0.0487;20724.06;1009.26;1035.53;"SALDO DE 0,0487 ETH CUSTODIADO NA CARTEIRA METAMASK NA REDE ETHEREUM EM 31/12/2024."
"MetaMask 2 - Optimism (OP)";"Wallet";"";"None";"ETH";0.04499;20724.06;932.38;956.64;"SALDO DE 0,04499 ETH CUSTODIADO NA CARTEIRA METAMASK NA REDE OPTIMISM EM 31/12/2024."
"MetaMask 2 - Polygon (MATIC) - 0xcf49...69";"Wallet";"";"None";"USDT";99.9;6.2;618.96;609.63;"SALDO DE 99,9 USDT CUSTODIADO NA CARTEIRA METAMASK NA REDE POLYGON 0xcf49 EM 31/12/2024."
"MetaMask 2 - Polygon (MATIC) - 0xcf49...69";"Wallet";"";"None";"MATIC";49.918109298;2.81;140.49;105.52;"SALDO DE 49,9181093 MATIC CUSTODIADO NA CARTEIRA METAMASK NA REDE POLYGON 0xcf49 EM 31/12/2024."
"dzzjAruxD";"Wallet";"";"None";"BTC";1.24082683;580485.36;720281.81;429479.49;"SALDO DE 1,24082683 BTC CUSTODIADO NA REDE DZZJARUXD EM 31/12/2024."
