"wallet_name_raw";"wallet_type";"address";"blockchain";"currency";"amount";"price";"value";"cost_brl";"irpf_description"
"Binance";"Exchange";"";"Exchange";"OM";0.926;23.84;22.07;13.94;"SALDO DE 0,926 OM CUSTODIADO NA EXCHANGE BINANCE EM 31/12/2024."
"Binance";"Exchange";"";"Exchange";"USDT";1.70569366;6.2;10.57;6.61;"SALDO DE 1,70569366 USDT CUSTODIADO NA EXCHANGE BINANCE EM 31/12/2024."
"Binance";"Exchange";"";"Exchange";"BNB";0.00217404;4393.28;9.55;4.99;"SALDO DE 0,00217404 BNB CUSTODIADO NA EXCHANGE BINANCE EM 31/12/2024."
"Binance";"Exchange";"";"Exchange";"LUNA";2.73044528;2.59;7.08;0.0;"SALDO DE 2,73044528 LUNA CUSTODIADO NA EXCHANGE BINANCE EM 31/12/2024."
"Binance";"Exchange";"";"Exchange";"FTM";0.568;4.17;2.37;1.81;"SALDO DE 0,568 FTM CUSTODIADO NA EXCHANGE BINANCE EM 31/12/2024."
"Binance";"Exchange";"";"Exchange";"ETH";0.00010648;20724.06;2.21;1.18;"SALDO DE 0,00010648 ETH CUSTODIADO NA EXCHANGE BINANCE EM 31/12/2024."
"Binance";"Exchange";"";"Exchange";"FDUSD";0.33309844;6.2;2.06;1.03;"SALDO DE 0,33309844 FDUSD CUSTODIADO NA EXCHANGE BINANCE EM 31/12/2024."
"Binance";"Exchange";"";"Exchange";"DUSK";0.982;1.48;1.45;1.0;"SALDO DE 0,982 DUSK CUSTODIADO NA EXCHANGE BINANCE EM 31/12/2024."
"Binance";"Exchange";"";"Exchange";"NEAR";0.0461;30.59;1.41;0.97;"SALDO DE 0,0461 NEAR CUSTODIADO NA EXCHANGE BINANCE EM 31/12/2024."
"Binance";"Exchange";"";"Exchange";"PAXG";6.33e-05;16309.8;1.03;0.44;"SALDO DE 0,0000633 PAXG CUSTODIADO NA EXCHANGE BINANCE EM 31/12/2024."
"Binance";"Exchange";"";"Exchange";"MKR";8.91e-05;9260.22;0.83;0.84;"SALDO DE 0,0000891 MKR CUSTODIADO NA EXCHANGE BINANCE EM 31/12/2024."
"Binance";"Exchange";"";"Exchange";"SAGA";0.08743315;8.88;0.78;1.43;"SALDO DE 0,08743315 SAGA CUSTODIADO NA EXCHANGE BINANCE EM 31/12/2024."
"Binance";"Exchange";"";"Exchange";"ALT";0.989;0.69;0.68;1.45;"SALDO DE 0,989 ALT CUSTODIADO NA EXCHANGE BINANCE EM 31/12/2024."
"Binance";"Exchange";"";"Exchange";"STX";0.0693;9.52;0.66;0.47;"SALDO DE 0,0693 STX CUSTODIADO NA EXCHANGE BINANCE EM 31/12/2024."
"Binance";"Exchange";"";"Exchange";"RENDER";0.0132495;42.29;0.56;0.23;"SALDO DE 0,0132495 RENDER CUSTODIADO NA EXCHANGE BINANCE EM 31/12/2024."
"Binance";"Exchange";"";"Exchange";"AGIX";0.156;3.39;0.53;0.45;"SALDO DE 0,156 AGIX CUSTODIADO NA EXCHANGE BINANCE EM 31/12/2024."
"Binance";"Exchange";"";"Exchange";"JUP";0.0983;5.16;0.51;0.29;"SALDO DE 0,0983 JUP CUSTODIADO NA EXCHANGE BINANCE EM 31/12/2024."
"Binance";"Exchange";"";"Exchange";"OMNI";0.00941369;49.42;0.47;0.74;"SALDO DE 0,00941369 OMNI CUSTODIADO NA EXCHANGE BINANCE EM 31/12/2024."
"Binance";"Exchange";"";"Exchange";"SNX";0.038;11.98;0.46;0.44;"SALDO DE 0,038 SNX CUSTODIADO NA EXCHANGE BINANCE EM 31/12/2024."
"Binance";"Exchange";"";"Exchange";"ETHFI";0.0292;13.46;0.39;0.48;"SALDO DE 0,0292 ETHFI CUSTODIADO NA EXCHANGE BINANCE EM 31/12/2024."
"Binance";"Exchange";"";"Exchange";"GNO";0.000228;1646.44;0.38;0.35;"SALDO DE 0,000228 GNO CUSTODIADO NA EXCHANGE BINANCE EM 31/12/2024."
"Binance";"Exchange";"";"Exchange";"SYS";0.509;0.69;0.35;0.24;"SALDO DE 0,509 SYS CUSTODIADO NA EXCHANGE BINANCE EM 31/12/2024."
"Binance";"Exchange";"";"Exchange";"TON";0.00992;34.28;0.34;0.25;"SALDO DE 0,00992 TON CUSTODIADO NA EXCHANGE BINANCE EM 31/12/2024."
"Binance";"Exchange";"";"Exchange";"XMR";0.000247;1206.66;0.3;0.14;"SALDO DE 0,000247 XMR CUSTODIADO NA EXCHANGE BINANCE EM 31/12/2024."
"Binance";"Exchange";"";"Exchange";"RDNT";0.685;0.36;0.25;0.43;"SALDO DE 0,685 RDNT CUSTODIADO NA EXCHANGE BINANCE EM 31/12/2024."
"Binance";"Exchange";"";"Exchange";"TIA";0.00780375;28.89;0.23;0.34;"SALDO DE 0,00780375 TIA CUSTODIADO NA EXCHANGE BINANCE EM 31/12/2024."
"Binance";"Exchange";"";"Exchange";"USDC";0.03590639;6.2;0.22;0.0;"SALDO DE 0,03590639 USDC CUSTODIADO NA EXCHANGE BINANCE EM 31/12/2024."
"Binance";"Exchange";"";"Exchange";"AVAX";0.00094;221.98;0.21;0.17;"SALDO DE 0,00094 AVAX CUSTODIADO NA EXCHANGE BINANCE EM 31/12/2024."
"Binance";"Exchange";"";"Exchange";"BB";0.0695;2.59;0.18;0.17;"SALDO DE 0,0695 BB CUSTODIADO NA EXCHANGE BINANCE EM 31/12/2024."
"Binance";"Exchange";"";"Exchange";"ALGO";0.084;2.09;0.18;0.08;"SALDO DE 0,084 ALGO CUSTODIADO NA EXCHANGE BINANCE EM 31/12/2024."
"Binance";"Exchange";"";"Exchange";"AVA";0.0173;8.42;0.15;0.04;"SALDO DE 0,0173 AVA CUSTODIADO NA EXCHANGE BINANCE EM 31/12/2024."
"Binance";"Exchange";"";"Exchange";"FARM";0.000401;287.95;0.12;0.13;"SALDO DE 0,000401 FARM CUSTODIADO NA EXCHANGE BINANCE EM 31/12/2024."
"Binance";"Exchange";"";"Exchange";"SOL";9.2e-05;1182.03;0.11;0.13;"SALDO DE 0,000092 SOL CUSTODIADO NA EXCHANGE BINANCE EM 31/12/2024."
"Binance";"Exchange";"";"Exchange";"UNI";0.0009;82.1;0.07;0.04;"SALDO DE 0,0009 UNI CUSTODIADO NA EXCHANGE BINANCE EM 31/12/2024."
"Binance";"Exchange";"";"Exchange";"PYTH";0.0333;2.2;0.07;0.08;"SALDO DE 0,0333 PYTH CUSTODIADO NA EXCHANGE BINANCE EM 31/12/2024."
"Binance";"Exchange";"";"Exchange";"FIL";0.00236;30.96;0.07;0.06;"SALDO DE 0,00236 FIL CUSTODIADO NA EXCHANGE BINANCE EM 31/12/2024."
"Binance";"Exchange";"";"Exchange";"C98";0.0302;1.05;0.03;0.05;"SALDO DE 0,0302 C98 CUSTODIADO NA EXCHANGE BINANCE EM 31/12/2024."
"Binance";"Exchange";"";"Exchange";"VET";0.0955;0.27;0.03;0.01;"SALDO DE 0,0955 VET CUSTODIADO NA EXCHANGE BINANCE EM 31/12/2024."
"Binance";"Exchange";"";"Exchange";"ENA";0.00451834;5.68;0.03;0.02;"SALDO DE 0,00451834 ENA CUSTODIADO NA EXCHANGE BINANCE EM 31/12/2024."
"Binance";"Exchange";"";"Exchange";"ASTR";0.0625;0.37;0.02;0.04;"SALDO DE 0,0625 ASTR CUSTODIADO NA EXCHANGE BINANCE EM 31/12/2024."
"Binance";"Exchange";"";"Exchange";"APT";0.00036;53.91;0.02;0.02;"SALDO DE 0,00036 APT CUSTODIADO NA EXCHANGE BINANCE EM 31/12/2024."
"Binance";"Exchange";"";"Exchange";"AEVO";0.00849;2.25;0.02;0.06;"SALDO DE 0,00849 AEVO CUSTODIADO NA EXCHANGE BINANCE EM 31/12/2024."
"Binance";"Exchange";"";"Exchange";"MOB";0.0049;2.86;0.01;0.0;"SALDO DE 0,0049 MOB CUSTODIADO NA EXCHANGE BINANCE EM 31/12/2024."
"Binance";"Exchange";"";"Exchange";"ALICE";0.00168;6.91;0.01;0.02;"SALDO DE 0,00168 ALICE CUSTODIADO NA EXCHANGE BINANCE EM 31/12/2024."
"Binance";"Exchange";"";"Exchange";"DOT";0.00024;41.38;0.01;0.01;"SALDO DE 0,00024 DOT CUSTODIADO NA EXCHANGE BINANCE EM 31/12/2024."
"Binance";"Exchange";"";"Exchange";"BOME";0.16;0.04;0.01;0.01;"SALDO DE 0,16 BOME CUSTODIADO NA EXCHANGE BINANCE EM 31/12/2024."
"Binance";"Exchange";"";"Exchange";"RSR";0.0743;0.08;0.01;0.0;"SALDO DE 0,0743 RSR CUSTODIADO NA EXCHANGE BINANCE EM 31/12/2024."
"Binance";"Exchange";"";"Exchange";"GNS";0.00015;11.17;0.0;0.0;"SALDO DE 0,00015 GNS CUSTODIADO NA EXCHANGE BINANCE EM 31/12/2024."
"Binance";"Exchange";"";"Exchange";"FLOKI";0.56;0.0;0.0;0.0;"SALDO DE 0,56 FLOKI CUSTODIADO NA EXCHANGE BINANCE EM 31/12/2024."
"Binance";"Exchange";"";"Exchange";"XEC";0.73;0.0;0.0;0.0;"SALDO DE 0,73 XEC CUSTODIADO NA EXCHANGE BINANCE EM 31/12/2024."
"Binance";"Exchange";"";"Exchange";"SHIB";0.24;0.0;0.0;0.0;"SALDO DE 0,24 SHIB CUSTODIADO NA EXCHANGE BINANCE EM 31/12/2024."
"Binance";"Exchange";"";"Exchange";"BONK";0.16;0.0;0.0;0.0;"SALDO DE 0,16 BONK CUSTODIADO NA EXCHANGE BINANCE EM 31/12/2024."
"BingX";"Exchange";"";"Exchange";"DOG";708200.0;0.04;26147.41;15261.72;"SALDO DE 708200 DOG CUSTODIADO NA EXCHANGE BINGX EM 31/12/2024."
"BingX";"Exchange";"";"Exchange";"SUI";1005.633861;25.73;25871.83;11094.53;"SALDO DE 1005,633861 SUI CUSTODIADO NA EXCHANGE BINGX EM 31/12/2024."
"BingX";"Exchange";"";"Exchange";"ONDO";2282.14294105;8.27;18879.08;9189.3;"SALDO DE 2282,14294105 ONDO CUSTODIADO NA EXCHANGE BINGX EM 31/12/2024."
"BingX";"Exchange";"";"Exchange";"AERO";1964.76873062;8.17;16059.7;12432.77;"SALDO DE 1964,76873062 AERO CUSTODIADO NA EXCHANGE BINGX EM 31/12/2024."
"BingX";"Exchange";"";"Exchange";"PUPS";254.2280648;11.04;2805.71;23102.87;"SALDO DE 254,2280648 PUPS CUSTODIADO NA EXCHANGE BINGX EM 31/12/2024."
"BingX";"Exchange";"";"Exchange";"NAKA";246.5;6.05;1492.21;1030.47;"SALDO DE 246,5 NAKA CUSTODIADO NA EXCHANGE BINGX EM 31/12/2024."
"BingX";"Exchange";"";"Exchange";"CORE";197.15265;6.57;1295.65;1106.62;"SALDO DE 197,15265 CORE CUSTODIADO NA EXCHANGE BINGX EM 31/12/2024."
"BingX";"Exchange";"";"Exchange";"ARTY";238.19157;5.01;1193.66;817.29;"SALDO DE 238,19157 ARTY CUSTODIADO NA EXCHANGE BINGX EM 31/12/2024."
"BingX";"Exchange";"";"Exchange";"USDT";24.3907990342;6.2;151.12;94.45;"SALDO DE 24,39079903 USDT CUSTODIADO NA EXCHANGE BINGX EM 31/12/2024."
"BingX";"Exchange";"";"Exchange";"NOT";56.7092;0.04;2.24;2.04;"SALDO DE 56,7092 NOT CUSTODIADO NA EXCHANGE BINGX EM 31/12/2024."
"BingX";"Exchange";"";"Exchange";"DOGS";274.2353;0.0;0.9;1.16;"SALDO DE 274,2353 DOGS CUSTODIADO NA EXCHANGE BINGX EM 31/12/2024."
"BingX";"Exchange";"";"Exchange";"TOSHI";0.867;0.0;0.0;0.0;"SALDO DE 0,867 TOSHI CUSTODIADO NA EXCHANGE BINGX EM 31/12/2024."
"BingX";"Exchange";"";"Exchange";"JUP";2.1e-05;5.16;0.0;0.0;"SALDO DE 0,000021 JUP CUSTODIADO NA EXCHANGE BINGX EM 31/12/2024."
"BingX";"Exchange";"";"Exchange";"VST";100000.0;0.0;0.0;0.0;"SALDO DE 100000 VST CUSTODIADO NA EXCHANGE BINGX EM 31/12/2024."
"BingX";"Exchange";"";"Exchange";"TONCOIN";122.547;0.0;0.0;3413.89;"SALDO DE 122,547 TONCOIN CUSTODIADO NA EXCHANGE BINGX EM 31/12/2024."
"ZTDeNVkQMr2";"Wallet";"";"None";"BTC";1.6563779;580485.36;961503.12;311839.89;"SALDO DE 1,6563779 BTC CUSTODIADO NA REDE ZTDENVKQMR2 EM 31/12/2024."
"DRiMDkpA82xAfbf";"Wallet";"";"None";"BTC";0.98267836;580485.36;570430.4;185005.07;"SALDO DE 0,98267836 BTC CUSTODIADO NA REDE DRIMDKPA82XAFBF EM 31/12/2024."
"VuV5SKCMY";"Wallet";"";"None";"BTC";1.25633206;580485.36;729282.36;236524.8;"SALDO DE 1,25633206 BTC CUSTODIADO NA REDE VUV5SKCMY EM 31/12/2024."
"wSgGgYjTByYt";"Wallet";"";"None";"BTC";0.18613708;580485.36;108049.85;35043.31;"SALDO DE 0,18613708 BTC CUSTODIADO NA REDE WSGGGYJTBYYT EM 31/12/2024."
"L7zYfgnpivq";"Wallet";"";"None";"BTC";0.4604869;580485.36;267305.9;86694.1;"SALDO DE 0,4604869 BTC CUSTODIADO NA REDE L7ZYFGNPIVQ EM 31/12/2024."
"CoinEx";"Exchange";"";"Exchange";"DOG";176294.7454103524;0.04;6508.97;3799.16;"SALDO DE 176294,74541035 DOG CUSTODIADO NA EXCHANGE COINEX EM 31/12/2024."
"CoinEx";"Exchange";"";"Exchange";"BRETT";5325.4331234377;0.73;3878.71;2170.15;"SALDO DE 5325,43312344 BRETT CUSTODIADO NA EXCHANGE COINEX EM 31/12/2024."
"CoinEx";"Exchange";"";"Exchange";"XMR";1.8720935495;1206.66;2258.98;1053.7;"SALDO DE 1,87209355 XMR CUSTODIADO NA EXCHANGE COINEX EM 31/12/2024."
"CoinEx";"Exchange";"";"Exchange";"AERO";100.1192494298;8.17;818.36;633.54;"SALDO DE 100,11924943 AERO CUSTODIADO NA EXCHANGE COINEX EM 31/12/2024."
"CoinEx";"Exchange";"";"Exchange";"ETH";0.02910997;20724.06;603.28;322.09;"SALDO DE 0,02910997 ETH CUSTODIADO NA EXCHANGE COINEX EM 31/12/2024."
"CoinEx";"Exchange";"";"Exchange";"RIO";50.9137920354;5.33;271.29;294.23;"SALDO DE 50,91379204 RIO CUSTODIADO NA EXCHANGE COINEX EM 31/12/2024."
"CoinEx";"Exchange";"";"Exchange";"PAAL";111.5732718534;1.91;212.56;190.58;"SALDO DE 111,57327185 PAAL CUSTODIADO NA EXCHANGE COINEX EM 31/12/2024."
"CoinEx";"Exchange";"";"Exchange";"USDT";7.00392e-05;6.2;0.0;0.0;"SALDO DE 0,00007004 USDT CUSTODIADO NA EXCHANGE COINEX EM 31/12/2024."
"CoinEx";"Exchange";"";"Exchange";"OSMO";6.568e-07;2.7;0.0;0.0;"SALDO DE 0,00000066 OSMO CUSTODIADO NA EXCHANGE COINEX EM 31/12/2024."
"CoinEx";"Exchange";"";"Exchange";"PENDLE";3.3e-09;30.46;0.0;0.0;"SALDO DE 0 PENDLE CUSTODIADO NA EXCHANGE COINEX EM 31/12/2024."
"CoinEx";"Exchange";"";"Exchange";"ONDO";9.2e-09;8.27;0.0;0.0;"SALDO DE 0,00000001 ONDO CUSTODIADO NA EXCHANGE COINEX EM 31/12/2024."
"CoinEx";"Exchange";"";"Exchange";"ADA";9.6e-09;5.29;0.0;0.0;"SALDO DE 0,00000001 ADA CUSTODIADO NA EXCHANGE COINEX EM 31/12/2024."
"CoinEx";"Exchange";"";"Exchange";"WIF";3.5e-09;11.83;0.0;0.0;"SALDO DE 0 WIF CUSTODIADO NA EXCHANGE COINEX EM 31/12/2024."
"CoinEx";"Exchange";"";"Exchange";"AXL";6.2e-09;4.04;0.0;0.0;"SALDO DE 0,00000001 AXL CUSTODIADO NA EXCHANGE COINEX EM 31/12/2024."
"CoinEx";"Exchange";"";"Exchange";"PORTAL";7.8e-09;1.89;0.0;0.0;"SALDO DE 0,00000001 PORTAL CUSTODIADO NA EXCHANGE COINEX EM 31/12/2024."
"CoinEx";"Exchange";"";"Exchange";"POPCAT";3e-09;4.62;0.0;0.0;"SALDO DE 0 POPCAT CUSTODIADO NA EXCHANGE COINEX EM 31/12/2024."
"CoinEx";"Exchange";"";"Exchange";"DOGE";5.3e-09;1.98;0.0;0.0;"SALDO DE 0,00000001 DOGE CUSTODIADO NA EXCHANGE COINEX EM 31/12/2024."
"CoinEx";"Exchange";"";"Exchange";"TRUMP";4e-10;10.5;0.0;0.0;"SALDO DE 0 TRUMP CUSTODIADO NA EXCHANGE COINEX EM 31/12/2024."
"CoinEx";"Exchange";"";"Exchange";"CET";6.4e-09;0.58;0.0;0.0;"SALDO DE 0,00000001 CET CUSTODIADO NA EXCHANGE COINEX EM 31/12/2024."
"CoinEx";"Exchange";"";"Exchange";"ZIG";4e-09;0.7;0.0;0.0;"SALDO DE 0 ZIG CUSTODIADO NA EXCHANGE COINEX EM 31/12/2024."
"CoinEx";"Exchange";"";"Exchange";"DNT";3.1e-09;0.28;0.0;0.0;"SALDO DE 0 DNT CUSTODIADO NA EXCHANGE COINEX EM 31/12/2024."
"CoinEx";"Exchange";"";"Exchange";"SOLAMA";8.5e-09;0.05;0.0;0.0;"SALDO DE 0,00000001 SOLAMA CUSTODIADO NA EXCHANGE COINEX EM 31/12/2024."
"CoinEx";"Exchange";"";"Exchange";"BABYDOGE";0.008964;0.0;0.0;0.0;"SALDO DE 0,008964 BABYDOGE CUSTODIADO NA EXCHANGE COINEX EM 31/12/2024."
"CoinEx";"Exchange";"";"Exchange";"DEGEN";2.3e-09;0.06;0.0;0.0;"SALDO DE 0 DEGEN CUSTODIADO NA EXCHANGE COINEX EM 31/12/2024."
"CoinEx";"Exchange";"";"Exchange";"FLOKI";8.6e-09;0.0;0.0;0.0;"SALDO DE 0,00000001 FLOKI CUSTODIADO NA EXCHANGE COINEX EM 31/12/2024."
"CoinEx";"Exchange";"";"Exchange";"TOSHI";9.1e-09;0.0;0.0;0.0;"SALDO DE 0,00000001 TOSHI CUSTODIADO NA EXCHANGE COINEX EM 31/12/2024."
"CoinEx";"Exchange";"";"Exchange";"MAGA";8e-09;0.0;0.0;0.0;"SALDO DE 0,00000001 MAGA CUSTODIADO NA EXCHANGE COINEX EM 31/12/2024."
"CoinEx";"Exchange";"";"Exchange";"COQ";8.6e-09;0.0;0.0;0.0;"SALDO DE 0,00000001 COQ CUSTODIADO NA EXCHANGE COINEX EM 31/12/2024."
"CoinEx";"Exchange";"";"Exchange";"ATOR";2e-08;0.0;0.0;0.0;"SALDO DE 0,00000002 ATOR CUSTODIADO NA EXCHANGE COINEX EM 31/12/2024."
"CoinEx";"Exchange";"";"Exchange";"MFER#2001";4.1e-09;0.0;0.0;0.0;"SALDO DE 0 MFER#2001 CUSTODIADO NA EXCHANGE COINEX EM 31/12/2024."
"Mercado Bitcoin";"Exchange";"";"Exchange";"DOT";915.40709513;41.38;37875.36;19772.62;"SALDO DE 915,40709513 DOT CUSTODIADO NA EXCHANGE MERCADO BITCOIN EM 31/12/2024."
"Mercado Bitcoin";"Exchange";"";"Exchange";"XRP";1122.39803263;13.0;14589.85;5250.41;"SALDO DE 1122,39803263 XRP CUSTODIADO NA EXCHANGE MERCADO BITCOIN EM 31/12/2024."
"Mercado Bitcoin";"Exchange";"";"Exchange";"SOL";11.13023388;1182.03;13156.25;15863.68;"SALDO DE 11,13023388 SOL CUSTODIADO NA EXCHANGE MERCADO BITCOIN EM 31/12/2024."
"Mercado Bitcoin";"Exchange";"";"Exchange";"BTC";0.02040882;580485.36;11847.02;3842.29;"SALDO DE 0,02040882 BTC CUSTODIADO NA EXCHANGE MERCADO BITCOIN EM 31/12/2024."
"Mercado Bitcoin";"Exchange";"";"Exchange";"ETH";0.34119532;20724.06;7070.95;3775.13;"SALDO DE 0,34119532 ETH CUSTODIADO NA EXCHANGE MERCADO BITCOIN EM 31/12/2024."
"Mercado Bitcoin";"Exchange";"";"Exchange";"MATIC";2275.36615642;2.81;6403.92;5118.36;"SALDO DE 2275,36615642 MATIC CUSTODIADO NA EXCHANGE MERCADO BITCOIN EM 31/12/2024."
"Mercado Bitcoin";"Exchange";"";"Exchange";"TIA";164.81585826;28.89;4761.44;7269.45;"SALDO DE 164,81585826 TIA CUSTODIADO NA EXCHANGE MERCADO BITCOIN EM 31/12/2024."
"Mercado Bitcoin";"Exchange";"";"Exchange";"NEAR";128.99393482;30.59;3946.19;2721.33;"SALDO DE 128,99393482 NEAR CUSTODIADO NA EXCHANGE MERCADO BITCOIN EM 31/12/2024."
"Mercado Bitcoin";"Exchange";"";"Exchange";"FET";485.80215018;7.92;3848.78;4185.92;"SALDO DE 485,80215018 FET CUSTODIADO NA EXCHANGE MERCADO BITCOIN EM 31/12/2024."
"Mercado Bitcoin";"Exchange";"";"Exchange";"POPCAT";114.28783443;4.62;527.64;1000.0;"SALDO DE 114,28783443 POPCAT CUSTODIADO NA EXCHANGE MERCADO BITCOIN EM 31/12/2024."
"Mercado Bitcoin";"Exchange";"";"Exchange";"MKR";0.00588869;9260.22;54.53;55.44;"SALDO DE 0,00588869 MKR CUSTODIADO NA EXCHANGE MERCADO BITCOIN EM 31/12/2024."
"Mercado Bitcoin";"Exchange";"";"Exchange";"ATOM";1.39614017;38.55;53.83;35.82;"SALDO DE 1,39614017 ATOM CUSTODIADO NA EXCHANGE MERCADO BITCOIN EM 31/12/2024."
"Mercado Bitcoin";"Exchange";"";"Exchange";"BRL";0.00244795;1.0;0.0;0.0;"SALDO DE 0,00244795 BRL CUSTODIADO NA EXCHANGE MERCADO BITCOIN EM 31/12/2024."
"Mercado Bitcoin";"Exchange";"";"Exchange";"PEPE";4.5e-07;0.0;0.0;0.0;"SALDO DE 0,00000045 PEPE CUSTODIADO NA EXCHANGE MERCADO BITCOIN EM 31/12/2024."
"Mercado Bitcoin - Mercado Bitcoin";"Exchange";"";"Exchange";"ETH";5.633516;20724.06;116749.34;62331.63;"SALDO DE 5,633516 ETH CUSTODIADO NA EXCHANGE MERCADO BITCOIN EM 31/12/2024."
"MetaMask (2) - Arbitrum";"Wallet";"";"None";"ETH";0.0099720324;20724.06;206.66;110.33;"SALDO DE 0,00997203 ETH CUSTODIADO NA CARTEIRA METAMASK NA REDE ARBITRUM EM 31/12/2024."
"MetaMask (2) - Arbitrum";"Wallet";"";"None";"USDT";15.891125;6.2;98.46;61.54;"SALDO DE 15,891125 USDT CUSTODIADO NA CARTEIRA METAMASK NA REDE ARBITRUM EM 31/12/2024."
"MetaMask (2) - Arbitrum";"Wallet";"";"None";"UNI-V3-POS#3269639";1.0;0.0;0.0;0.0;"SALDO DE 1 UNI-V3-POS#3269639 CUSTODIADO NA CARTEIRA METAMASK NA REDE ARBITRUM EM 31/12/2024."
"MetaMask (2) - Arbitrum";"Wallet";"";"None";"UNI-V3-POS#3269857";1.0;0.0;0.0;0.0;"SALDO DE 1 UNI-V3-POS#3269857 CUSTODIADO NA CARTEIRA METAMASK NA REDE ARBITRUM EM 31/12/2024."
"MetaMask (2) - Arbitrum";"Wallet";"";"None";"EVEV2#11705";1.0;0.0;0.0;0.0;"SALDO DE 1 EVEV2#11705 CUSTODIADO NA CARTEIRA METAMASK NA REDE ARBITRUM EM 31/12/2024."
